序号,电影类别,编码,公映证号,片名,第一出品单位,公示批次链接,公示名称,公示日期
56,国产故事片,1108522019,763,踮起脚尖去爱你,上海观荣影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2558.shtml,2020年电影公映许可证发放公示（国产故事片第二批）,2020-09-02
57,国产故事片,1108652019,776,天堂的张望,世纪领略影业（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2558.shtml,2020年电影公映许可证发放公示（国产故事片第二批）,2020-09-02
58,国产故事片,1108882019,800,八佰,华谊兄弟电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2558.shtml,2020年电影公映许可证发放公示（国产故事片第二批）,2020-09-02
59,国产故事片,1108932019,806,制伏,公安部金盾影视文化中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2558.shtml,2020年电影公映许可证发放公示（国产故事片第二批）,2020-09-02
60,国产故事片,1109132019,826,女记者的日记,昆明旺鑫文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2558.shtml,2020年电影公映许可证发放公示（国产故事片第二批）,2020-09-02
61,国产故事片,1109302019,831,功夫之城,深圳纪元影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2558.shtml,2020年电影公映许可证发放公示（国产故事片第二批）,2020-09-02
62,国产故事片,1109322019,833,梦境俏佳人,福建乐影盟文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2558.shtml,2020年电影公映许可证发放公示（国产故事片第二批）,2020-09-02
63,国产故事片,1109412019,844,岁月江城,北京长常东文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2558.shtml,2020年电影公映许可证发放公示（国产故事片第二批）,2020-09-02
1,国产动画片,001b00192020,电审动字[2020]第001号,禹神传之王者少年,合肥橡树动画有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
2,国产动画片,001b00182020001c00182020,电审动字[2020]第002号,木兰：横空出世,广州金川文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
3,国产动画片,001b01312020001c01312020,电审动字[2020]第003号,阿里巴巴与神灯,安徽拾年影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
4,国产动画片,,电审动字[2020]第004号,大鸾——周恩来童年读书的故事,上海美术电影制片厂有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
5,国产动画片,001b01612020,电审动字[2020]第013号,铁底铜帮大运河,伟雄文化传媒（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
6,国产纪录片,,电审纪字[2020]第001号,2019阅兵盛典,中国人民解放军八一电影制片厂,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
7,国产纪录片,001l01012020,电审纪字[2020]第002号,十字街口,山西广电音像出版有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
8,国产纪录片,001l01272020,电审纪字[2020]第004号,好功夫1少林我来了,重庆力豪影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
9,国产科教片,,电审科字[2020]第001号,儿童成长各阶段营养,山东繁耀文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
10,国产科教片,,电审科字[2020]第002号,老人家装安全,爱微笑文化传媒（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
11,国产科教片,,电审科字[2020]第003号,玉露香梨优质生产栽培技术,山西电影制片厂（有限公司）,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
12,国产科教片,,电审科字[2020]第004号,电瓶车安全小故事,常德市银星电影放映有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
13,国产科教片,,电审科字[2020]第005号,错误饮酒的危害,聚欣影业（宁波）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
14,国产科教片,,电审科字[2020]第006号,八段锦宣传小故事,常德市银星电影放映有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
15,国产科教片,,电审科字[2020]第007号,环保侠之节能低碳从我做起,成都金沙院线农村数字电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
16,国产特种片,,电审特字[2020]第001号,飞越重庆,乐视影业（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
17,国产特种片,,电审特字[2020]第002号,熊出没之变形记,华强方特（深圳）电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
18,国产特种片,,电审特字[2020]第003号,飞越中华,华强方特（深圳）电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
19,国产特种片,,电审特字[2020]第004号,千古风华,华强方特（深圳）电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
20,国产特种片,,电审特字[2020]第005号,敦煌瑰宝,华强方特（深圳）电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
21,国产特种片,,电审特字[2020]第007号,丝路奇遇,华强方特（深圳）电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
22,国产特种片,,电审特字[2020]第008号,飞越千里江山,华强方特（深圳）电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
23,国产特种片,,电审特字[2020]第009号,疯狂成语,华强方特（深圳）电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
24,国产特种片,,电审特字[2020]第010号,人体小宇宙,上海睿宏文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2488.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2020-07-28
1,国产动画片,001b00802019001c00802019,电审动字【2019】第001号,熊出没·原始时代,华强方特（深圳）动漫有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
2,国产动画片,001b00812019,电审动字【2019】第002号,天池水怪,江苏天艺兄弟动漫有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
3,国产动画片,001b02482019,电审动字【2019】第003号,巧虎大飞船历险记,上海合源文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
4,国产动画片,001b03632019001c03632019001i03632019001j03632019,电审动字【2019】第004号,昆虫总动员2——来自远方的后援军,北京天生之道文化艺术有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
5,国产动画片,001b03072019001c03072019,电审动字【2019】第005号,星际大逃亡,上海河马文化科技股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
6,国产动画片,001c02432019,电审动字【2019】第006号,丑娃娃,华夏电影发行有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
7,国产动画片,001c02042019001b02042019,电审动字【2019】第007号,悟空奇遇记,上海鑫岳影视传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
8,国产动画片,001b08762019,电审动字【2019】第008号,萌鼠大冒险,南京龙雀影视动画有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
9,国产动画片,001b03082019001c03082019,电审动字【2019】第009号,潜艇总动员：外星宝贝计划,深圳市环球数码影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
10,国产动画片,001b03112019001c03112019,电审动字【2019】第010号,疯狂斗牛场,陕西鸣达鑫雨科技发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
11,国产动画片,001b03262019,电审动字【2019】第011号,呆瓜兄弟,爵客影业（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
12,国产动画片,001b03602019001c03602019,电审动字【2019】第012号,猪猪侠·不可思议的世界,广东咏声动漫股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
13,国产动画片,001b04342019,电审动字【2019】第013号,始石疯暴,宁波卡酷动画制作有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
14,国产动画片,001b03652019001c03652019,电审动字【2019】第014号,青蛙王国之奇幻女王历险,吉林吉动禹硕影视传媒股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
15,国产动画片,001b03622019001c03622019001i03622019001j03622019001d03622019001e03622019,电审动字【2019】第015号,动物特工局,爱奇艺影业（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
16,国产动画片,001b03992019001c03992019,电审动字【2019】第016号,魔镜奇缘3,安徽娱连影业文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
17,国产动画片,001c07292019,电审动字【2019】第017号,山海经之小人国,春秋时代（霍尔果斯）影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
18,国产动画片,001c04352019001j04352019001e04352019,电审动字【2019】第018号,哪吒之魔童降世,北京光线影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
19,国产动画片,001b04332019001c04332019,电审动字【2019】第019号,赛尔号大电影7疯狂机器城,上海淘米动画有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
