公示批次链接,名称缩减
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0154bd94781d1f8b402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年04月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=015498c0b7773856402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年04月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01542d8e0fd855f7402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年04月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=015412cf62066430402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年03月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0153c549a0493ed0402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年03月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0153a1e7352f65c4402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年03月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01535a32454826e9402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年02月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01532c61d456646f402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年02月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0153179f6ef44632402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年02月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01530c5a6bbc41ed402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年01月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0152aa79636b4094402881a65139fdb6&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年01月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=015253a0a70d1d37402881a752526142&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2016年01月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=015233b507f830b4402881a7522ff889&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年12月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0151eb7fef9555ef402881a75139edc2&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年12月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0151cd19a5ac4f1e402881a75139edc2&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年12月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0151a4b4b9a158db402881a75139edc2&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年11月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01518052a54123cf402881a75139edc2&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年11月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=015133a6321232e9402881a75084af11&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年11月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0150f05177f01d2e402881a75084af11&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年10月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0150dbe217316837402881a75084af11&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年10月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01506fb1967503e1402881a74ede7956&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年09月（下旬）、10月（上旬）全国电影剧...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=015055e857741157402881a74ede7956&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年09月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014fedc0728b5f8b402881a74ede7956&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年09月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014fb6f3e773612f402881a74ede7956&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年08月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014fabd93c905f27402881a74ede7956&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年08月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014f62b4ab2a290f402881a74ede7956&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年08月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014f16e7be967d0b402881a74ede7956&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年07月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014efbd8adac0f27402881a74ede7956&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年07月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014ed7b434c95246402881a74df69fd7&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年07月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014e8b9767813d95402881a74df69fd7&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年06月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014e6730b9c028e3402881a74df69fd7&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年06月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014e2382d16f09e9402881a74df69fd7&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年06月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014e0054e2997b3b402881a74df69fd7&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年05月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014dae2925172a4e402881a74cc1e374&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年05月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014d7aee84d43d6a402881a74cc1e374&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年05月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014d502de7f6491a402881a74cc1e374&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年04月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014d22001e801d5b402881a74cc1e374&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年04月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014d1d2c7258636b402881a74cc1e374&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2011年10月全国电影剧本（梗概）备案、立项公示...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014cbc571d8b696f402881a74cb2611d&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年03月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014c96f3bca66b25402881a74c4b68ea&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年03月（中旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014c5a4ba9c3284c402881a74c4b68ea&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年03月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014c30a3ee7545d4402881a74b6e0741&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年02月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014be8b8d3bc7f63402881a74b6e0741&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年02月（上旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014b908ca53933a5402881a74b6e0741&templateId=0129f8148f650065402881cd29f7df33,国家新闻出版广电总局电影局关于2015年01月（下旬）全国电影剧本（梗概）备案、...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014b57b39d5e698e402881a74b117eb7&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2015年1月（上旬）全国电影剧本（梗概）备案、立项公示的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014b0bf8af35078c402881a749a8b5b7&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年12月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014ae2c6b5f07740402881a749a8b5b7&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年12月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014a76c4c49b37f8402881a749a8b5b7&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年11月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014a2e147aec4bf4402881a649a8b254&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年11月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014a0e6564a83ce2402881a749a8b5b7&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年10月全国电影剧本（梗概）备案、立项公示的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0149b2c15d4f741a402881a749a8b5b7&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年10月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01495a2020905fe3402881a7494f331f&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年09月下旬全国电影剧本（梗概）备案、立项公示的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0148f80f34505ca5402881a7470edaf0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年09月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0148ac2cc64a6d7a402881a7470edaf0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年08月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014862a74e6a65ab402881a7470edaf0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年08月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0147edb9a07e1ee2402881a7470edaf0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年07月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014790c432796bc6402881a7470edaf0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年07月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0147487d352165f1402881a7470edaf0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年06月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0146f60933b14656402881a6455e5563&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年06月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0146ae67728a4985402881a6455e5563&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年05月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01466602fc4240cb402881a6455e5563&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年05月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0145ff1c99b864e5402881a6455e5563&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年04月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0145ab9239f90520402881a6455e5563&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年04月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01456eaf3b933586402881a6455e5563&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年03月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01451b6a3d57437c402881a6448770b0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年03月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0144d3ffade726ca402881a6448770b0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年02月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01449b72cc5504b6402881a6448770b0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年02月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01444842e5683aba402881a6441f6f45&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年01月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0143d7aa41e96879402881a643aeeca0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2014年01月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01439a5817602771402881a6438a193a&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年12月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01435766a4754c32402881a642600d5d&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年12月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014308f184912ae1402881a642600d5d&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年11月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0142d54b3ff378f2402881a642600d5d&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年11月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=014279ea695c1770402881a642600d5d&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年10月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0142372a3a1616ec402881a741ac4468&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年10月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0141e41713567740402881a741ac4468&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年09月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0141a0bfb5cf4827402881a73f277d43&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年09月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01415ecff41e016d402881a73f277d43&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年08月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0140c440700563fc402881a73f277d43&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年08月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0140954e7ccc36a0402881a73f277d43&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年07月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01405658e20675bd402881a73f277d43&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年07月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013febf2fedd2107402881a73f277d43&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年06月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013fa910f9097dc7402881a73f277d43&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年06月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013f5a63446e5c0a402881a73f277d43&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年05月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013f09da0c3b272b402881a73db09ef3&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年04月（下旬）、05月（上旬）全国电影剧本（梗概）备...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013e7925d5d90957402881a73db09ef3&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年04月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013e3b7c1f2f09dc402881a73db09ef3&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年03月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013de28f568c3107402881a73db09ef3&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年03月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013d86eb0a917cfe402881a73d6d92e3&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年02月全国电影剧本（梗概）备案、立项公示的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013d42759ae91750402881a73d1b3c4f&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年01月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013c9518d1776666402881a73a963444&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2013年01月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013c28ea78312f4a402881a73a963444&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年12月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013bdb9415b523b3402881a73a963444&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年12月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013b98c66be87d70402881a73a963444&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年11月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013b63d85a230b4f402881a73a963444&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年11月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013af7b3a1845394402881a73a963444&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年10月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013ab4b8d74f1b55402881a73a963444&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年10月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013a3fa718402b09402881a739be58a0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年09月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0139dd9ece4f789f402881a739be58a0&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年08月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01396b4f527670cc402881a739343c24&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年08月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01392844eb314772402881a739059b14&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年07月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0138e159dec24fd4402881a737c5ff2c&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年07月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01387536929c725a402881a737c5ff2c&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年06月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01384fc6840a1e0d402881a737c5ff2c&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年06月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0137e9c7106c5a8a402881a737c5ff2c&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年05月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0137922f781d0a1d402881a736f214e9&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年05月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01374a00455e2d98402881a736f214e9&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年04月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01371191b8950ad2402881a736f214e9&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年04月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0136c43ad67a5986402881a73685dcd6&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年03月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01365d58a0c31ab5402881a7364d56f9&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年03月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013606246fe14f88402881a735cc99be&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年02月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0135c2ab1b05046b402881a735c26e40&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年02月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01357b2bab8719c7402881a635606056&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2012年01月全国电影剧本（梗概）备案、立项公示的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0134e983c29a17c8402881a634d5c495&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年12月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01348e06c4d5102b402881a63488257b&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年12月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013459855d1d1413402881a6344513a3&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2017年11月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0133e823e5ac2660402881a733da2cdc&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年11月(上旬)全国电影剧本（梗概）备案、立项公示的通...
